backup	backup	raw	*	
ST307	panaroo	raw	group_2253	2.42118e-06
ST258	panaroodefault	raw	group_1173	4.45621e-05
ST307	panacota	raw	KLPN_ST307-12878	5.51287e-06
ST307	roarydefault	snippy	gltS	5.12388e-06
ST307	roarydefault	raw	gpt	9.02132e-06
ST258	roarydefault	raw	dsrB	6.61873e-05
ST307	panacota	snippy	KLPN_ST307-12899	0
ST258	panaroo	snippy	group_113	1.46948e-05
ST258	panacota	snippy	KLPN_ST258-12099	2.07982e-06
ST307	panaroodefault	raw	group_2142	4.90584e-05
ST307	panaroo	snippy	group_225	1.07275e-06
ST307	panaroo	raw	group_2257	6.18679e-05
ST258	panaroodefault	snippy	group_1214	7.15151e-06
ST307	panaroodefault	snippy	group_2155	3.35867e-06
ST258	roarydefault	snippy	dnaX	0
ST307	panacota	raw	KLPN_ST307-12879	0
ST307	roarydefault	raw	gpx1	4.28652e-06
ST258	panaroo	raw	group_1366	4.30107e-06
ST307	roarydefault	snippy	gltX	0
ST307	panacota	snippy	KLPN_ST307-1289	5.18359e-06
ST258	panaroodefault	raw	group_1174	0.000234952
ST307	panaroodefault	snippy	group_2156	2.99483e-05
ST258	roarydefault	raw	dtd	7.29428e-06
ST307	roarydefault	raw	grcA	0.000117207
ST307	roarydefault	snippy	gluQ	0
ST258	panacota	snippy	KLPN_ST258-120	0
ST307	panacota	raw	KLPN_ST307-12880	2.48953e-06
ST307	panaroodefault	raw	group_2143	3.37531e-05
ST307	panaroo	snippy	group_2260	4.92847e-06
ST258	panacota	raw	KLPN_ST258-12131	2.33877e-05
ST307	panacota	snippy	KLPN_ST307-128	2.86663e-06
ST258	panaroo	raw	group_1367	3.86152e-05
ST307	panaroodefault	snippy	group_2158	5.7816e-06
ST258	panaroodefault	snippy	group_1215	4.09735e-06
ST307	roarydefault	raw	greA	0
ST258	panaroodefault	raw	group_1175	1.94692e-06
ST307	roarydefault	snippy	glvR	2.8224e-06
ST307	panaroodefault	raw	group_2146	6.10065e-05
ST307	panacota	raw	KLPN_ST307-12881	0
ST258	roarydefault	snippy	doxA	0.00063967
ST307	panaroo	snippy	group_2264	2.40865e-05
ST307	roarydefault	raw	greB	1.71104e-05
ST307	roarydefault	snippy	glyA	9.60025e-06
ST307	panaroodefault	snippy	group_2159	9.61861e-06
ST258	panacota	snippy	KLPN_ST258-12100	1.5518e-05
ST258	panaroodefault	snippy	group_1218	5.13162e-06
ST307	panaroodefault	raw	group_214	4.2081e-06
ST307	panacota	raw	KLPN_ST307-12882	0
ST258	roarydefault	raw	dtnK	9.07595e-06
ST258	panacota	raw	KLPN_ST258-12132	5.10368e-06
ST307	panacota	snippy	KLPN_ST307-12900	5.54223e-06
ST307	panaroo	raw	group_2258	7.18318e-06
ST307	roarydefault	raw	groL	2.37487e-05
ST307	panaroo	snippy	group_2265	1.20779e-05
ST258	panaroo	raw	group_1371	9.74082e-06
ST307	roarydefault	snippy	glyQ	1.12592e-05
ST258	roarydefault	snippy	dpaL	1.95819e-05
ST307	panaroodefault	raw	group_2152	5.4498e-06
ST258	panaroo	snippy	group_114	9.12817e-06
ST307	panacota	raw	KLPN_ST307-12883	7.26661e-05
ST307	panaroo	raw	group_2259	5.00095e-06
ST307	panacota	snippy	KLPN_ST307-12901	4.82488e-05
ST258	panacota	snippy	KLPN_ST258-12101	0
ST258	roarydefault	raw	dtpA	9.33136e-05
ST258	panacota	raw	KLPN_ST258-12133	0
ST307	panaroo	snippy	group_2267	4.04699e-06
ST307	panacota	raw	KLPN_ST307-12884	0
ST258	panaroodefault	raw	group_1176	4.87464e-06
ST307	panaroo	raw	group_225	1.07497e-06
ST307	panaroodefault	snippy	group_2161	9.38424e-06
ST258	panaroodefault	snippy	group_1219	1.33851e-05
ST307	panaroodefault	raw	group_2153	4.48663e-06
ST258	roarydefault	snippy	dppA_1	0.000138142
ST307	roarydefault	snippy	glyS	1.99624e-06
ST307	panaroo	snippy	group_2268	8.53733e-06
ST258	panaroo	snippy	group_117	0.00463955
ST307	panaroo	raw	group_2260	2.49632e-05
ST258	panaroo	raw	group_1373	9.70866e-06
ST307	panaroodefault	snippy	group_2163	6.6375e-06
ST307	panacota	raw	KLPN_ST307-12889	0
ST258	roarydefault	raw	dtpB	1.61319e-05
ST258	panacota	raw	KLPN_ST258-12134	0.00132134
ST307	panacota	snippy	KLPN_ST307-12902	1.34775e-05
ST258	panaroodefault	raw	group_1177	1.45428e-05
ST307	panaroo	snippy	group_2269	0
ST307	roarydefault	snippy	gmhA	0
ST307	panaroodefault	raw	group_2154	1.16234e-05
ST307	panacota	raw	KLPN_ST307-1288	2.0913e-05
ST258	panaroodefault	snippy	group_121	0.00463955
ST307	panaroo	raw	group_2264	2.62821e-05
ST258	roarydefault	snippy	dppA_2	8.91474e-06
ST307	panaroodefault	snippy	group_2164	1.02881e-05
ST258	panaroo	raw	group_1374	2.16456e-06
ST307	roarydefault	snippy	gmhB	0
ST258	panacota	snippy	KLPN_ST258-12102	6.85836e-06
ST258	panaroo	snippy	group_118	0
ST307	panaroodefault	raw	group_2155	3.40629e-06
ST258	roarydefault	raw	dtpC	4.19485e-05
ST258	panacota	raw	KLPN_ST258-12135	6.0606e-06
ST307	panacota	snippy	KLPN_ST307-12903	1.40427e-05
ST307	panaroo	snippy	group_2270	1.21094e-05
ST307	roarydefault	raw	groS	0
ST307	roarydefault	snippy	gmk	0
ST258	panaroodefault	raw	group_1178	5.86217e-06
ST307	panaroo	raw	group_2265	1.21156e-05
ST307	panacota	raw	KLPN_ST307-12890	3.64185e-06
ST307	panaroodefault	raw	group_2156	3.00746e-05
ST307	roarydefault	raw	group_1037	2.30979e-05
ST307	panacota	snippy	KLPN_ST307-12904	3.94479e-05
ST258	panaroodefault	snippy	group_1222	4.13555e-06
ST258	panaroo	snippy	group_1195	7.62874e-06
ST258	roarydefault	snippy	dppB_1	3.11183e-06
ST258	panaroo	raw	group_1375	1.29614e-05
ST258	panacota	snippy	KLPN_ST258-12104	4.31227e-06
ST258	roarydefault	raw	dtpD	9.70866e-06
ST307	panaroo	snippy	group_2271	1.99408e-06
ST307	roarydefault	snippy	gmuB	1.30637e-05
ST307	panaroo	raw	group_2267	6.07675e-06
ST258	panacota	raw	KLPN_ST258-12136	9.71947e-05
ST307	panaroodefault	raw	group_2158	5.83583e-06
ST307	panacota	raw	KLPN_ST307-12891	3.33987e-05
ST307	panacota	snippy	KLPN_ST307-12905	1.27256e-05
ST307	roarydefault	raw	group_1102	3.67361e-05
ST258	panaroodefault	raw	group_117	0.000215224
ST307	panaroodefault	snippy	group_2165	8.65243e-06
ST307	panaroo	snippy	group_2272	0
ST307	roarydefault	snippy	gmuD_1	1.60753e-05
ST307	panaroo	raw	group_2268	1.22109e-05
ST307	panaroodefault	raw	group_2159	9.66872e-06
ST258	panaroodefault	snippy	group_1223	8.2653e-06
ST307	panacota	raw	KLPN_ST307-12892	6.19486e-06
ST258	panaroo	snippy	group_1199	3.05305e-06
ST258	roarydefault	raw	dtpT	3.29757e-05
ST307	panaroodefault	snippy	group_2166	6.97356e-06
ST307	panacota	snippy	KLPN_ST307-12906	8.10942e-06
ST258	roarydefault	snippy	dppB_2	2.97213e-06
ST307	panaroo	snippy	group_2274	4.47804e-06
ST258	panaroo	raw	group_1376	0.00140394
ST307	roarydefault	raw	group_1116	0.000100925
ST307	panaroodefault	raw	group_2161	9.58517e-06
ST307	panaroo	raw	group_2269	2.04675e-06
ST307	roarydefault	snippy	gmuD_2	3.77683e-05
ST258	panaroodefault	raw	group_1183	1.11364e-05
ST258	panacota	snippy	KLPN_ST258-12106	0.000473222
ST307	panacota	raw	KLPN_ST307-12893	3.74812e-06
ST258	panacota	raw	KLPN_ST258-12137	4.21276e-05
ST307	panaroodefault	snippy	group_2167	0.000170965
ST307	roarydefault	raw	group_1126	6.14219e-05
ST258	panaroodefault	snippy	group_1224	4.12644e-06
ST307	panacota	snippy	KLPN_ST307-12908	6.50401e-06
ST307	panaroodefault	raw	group_2163	1.25929e-05
ST258	roarydefault	raw	dusA	1.3542e-05
ST307	panaroo	raw	group_2270	1.21535e-05
ST307	panaroo	snippy	group_2276	2.17534e-05
ST258	panaroo	snippy	group_119	0.000183621
ST307	roarydefault	snippy	gmuR	0
ST258	roarydefault	snippy	dppC	5.28452e-06
ST307	panaroodefault	snippy	group_2171	0
ST258	panaroo	raw	group_1377	1.61319e-05
ST307	panacota	snippy	KLPN_ST307-12909	0
ST307	panacota	raw	KLPN_ST307-12894	7.76231e-06
ST258	panaroodefault	raw	group_1184	1.00362e-05
ST307	panaroo	raw	group_2271	2.0319e-06
ST307	roarydefault	snippy	gnd	2.59279e-05
ST307	roarydefault	raw	group_1228	1.4574e-05
ST258	panacota	snippy	KLPN_ST258-12108	0.000259666
ST307	panaroodefault	raw	group_2164	1.28441e-05
ST258	panaroodefault	snippy	group_1227	2.07346e-06
ST307	panaroodefault	snippy	group_2174	0
ST258	panacota	raw	KLPN_ST258-12138	6.75646e-06
ST307	panacota	snippy	KLPN_ST307-1290	3.74583e-06
ST258	panaroo	snippy	group_11	1.22684e-05
ST307	panacota	raw	KLPN_ST307-12895	8.46782e-06
ST307	panaroo	raw	group_2272	0
ST307	panaroo	snippy	group_2278	0
ST258	panaroo	raw	group_1378	8.85259e-06
ST307	roarydefault	snippy	gntK	0
ST258	roarydefault	snippy	dppD_2	4.86507e-06
ST307	roarydefault	raw	group_12597	6.33535e-06
ST307	panaroodefault	raw	group_2165	1.09589e-05
ST258	panaroodefault	raw	group_1185	1.28414e-05
ST258	roarydefault	raw	dusB	0
ST307	panaroodefault	snippy	group_2175	3.85586e-06
ST307	panaroo	snippy	group_2282	0
ST258	panaroodefault	snippy	group_122	3.96251e-05
ST258	panacota	snippy	KLPN_ST258-12109	1.87907e-05
ST307	panacota	snippy	KLPN_ST307-12910	4.84883e-06
ST307	panacota	raw	KLPN_ST307-12896	9.69285e-07
ST307	roarydefault	raw	group_1320	4.46803e-05
ST258	panaroo	snippy	group_1220	4.09735e-06
ST307	panaroo	raw	group_2274	2.12922e-05
ST307	panaroodefault	raw	group_2166	7.07841e-06
ST307	panaroo	snippy	group_2283	2.67338e-05
ST307	panaroodefault	snippy	group_2176	1.9616e-06
ST307	roarydefault	raw	group_13284	0
ST258	panaroo	raw	group_1379	3.25835e-06
ST307	panacota	raw	KLPN_ST307-12897	1.31704e-06
ST307	panacota	snippy	KLPN_ST307-12911	1.20102e-05
ST307	roarydefault	snippy	gntR_1	2.10329e-05
ST258	roarydefault	snippy	dps	0
ST307	panaroo	raw	group_2276	2.95537e-05
ST258	roarydefault	raw	dusC	0.000103795
ST258	panaroodefault	snippy	group_1231	5.19604e-06
ST258	panacota	raw	KLPN_ST258-12139	8.1391e-05
ST258	panacota	snippy	KLPN_ST258-12110	5.46664e-06
ST307	panaroodefault	raw	group_2167	0.00017452
ST258	panaroodefault	raw	group_1187	6.94928e-06
ST307	panaroo	snippy	group_2284	4.31938e-06
ST307	panaroodefault	snippy	group_2177	1.91384e-06
ST307	roarydefault	raw	group_1351	7.78422e-05
ST307	roarydefault	snippy	gntR_2	2.05074e-05
ST307	panacota	snippy	KLPN_ST307-12912	1.77214e-06
ST258	panaroo	snippy	group_1221	9.42112e-05
ST307	panacota	raw	KLPN_ST307-12898	0
ST307	panaroodefault	raw	group_2171	0
ST307	panaroo	raw	group_2278	2.54659e-06
ST258	panaroo	raw	group_1380	6.50974e-06
ST258	roarydefault	snippy	dsbA_1	4.92167e-06
ST307	roarydefault	raw	group_1359	1.15137e-05
ST307	roarydefault	snippy	gntT	1.55578e-06
ST307	panaroodefault	snippy	group_2178	4.55257e-05
ST307	panacota	snippy	KLPN_ST307-12913	8.85666e-06
ST258	panaroodefault	raw	group_1188	8.93933e-06
ST307	panacota	raw	KLPN_ST307-12899	0
ST258	panacota	snippy	KLPN_ST258-12111	4.39541e-06
ST307	panaroodefault	raw	group_2174	0
ST307	panaroo	raw	group_2282	0
ST307	panaroo	snippy	group_2286	0
ST258	panacota	raw	KLPN_ST258-12140	4.5087e-06
ST258	panaroo	snippy	group_1222	0
ST307	roarydefault	snippy	gntU	0
ST307	roarydefault	raw	group_1367	9.68859e-05
ST258	panaroodefault	snippy	group_1232	0.000265414
ST258	roarydefault	raw	dut	3.48027e-06
ST258	roarydefault	snippy	dsbA_2	5.10773e-06
ST258	panaroo	raw	group_1382	8.71831e-06
ST307	panaroodefault	snippy	group_2179	1.93196e-06
ST307	panacota	snippy	KLPN_ST307-12914	7.99793e-06
ST307	panaroo	raw	group_2283	1.16152e-05
ST307	roarydefault	snippy	gor	4.56216e-06
ST307	panacota	raw	KLPN_ST307-1289	5.18896e-06
ST258	panaroodefault	raw	group_1189	8.92343e-06
ST307	roarydefault	raw	group_1376	1.11332e-05
ST258	panacota	snippy	KLPN_ST258-12113	0
ST307	panaroodefault	raw	group_2175	3.88805e-06
ST307	panaroodefault	snippy	group_217	2.11901e-06
ST307	panaroo	raw	group_2284	2.88755e-06
ST258	roarydefault	raw	dxr	6.63304e-06
ST258	panacota	raw	KLPN_ST258-12141	1.13415e-05
ST307	roarydefault	snippy	gph	5.40881e-06
ST258	roarydefault	snippy	dsbB	0
ST307	panacota	snippy	KLPN_ST307-12915	5.20522e-06
ST307	roarydefault	raw	group_1385	0.000158493
ST307	panacota	raw	KLPN_ST307-128	1.44376e-06
ST258	panaroo	snippy	group_1224	1.78736e-05
ST307	panaroodefault	raw	group_2176	1.97383e-06
ST258	panaroo	raw	group_1383	9.82477e-06
ST307	panaroo	snippy	group_2287	4.88909e-06
ST307	panaroodefault	snippy	group_2180	2.45371e-05
ST307	panaroo	raw	group_2286	0
ST258	panaroodefault	raw	group_118	0.000135416
ST258	panacota	snippy	KLPN_ST258-12114	0
ST307	roarydefault	raw	group_1398	1.72946e-05
ST307	roarydefault	snippy	gpmA	0
ST307	panacota	snippy	KLPN_ST307-12916	0
ST307	panaroo	snippy	group_2290	8.10942e-06
ST307	panaroo	raw	group_2287	2.45343e-06
ST258	panacota	raw	KLPN_ST258-12142	3.1214e-06
ST307	panaroodefault	raw	group_2177	1.94604e-06
ST307	panaroodefault	snippy	group_2182	7.72783e-06
ST258	panaroo	snippy	group_1227	3.05456e-06
ST258	panaroodefault	snippy	group_1233	2.69515e-05
ST258	roarydefault	raw	dxs	1.88106e-05
ST307	panacota	raw	KLPN_ST307-12900	5.64562e-06
ST258	roarydefault	snippy	dsbC	0.000115418
ST307	roarydefault	raw	group_14921	1.82784e-05
ST307	roarydefault	snippy	gpmI	5.31862e-06
ST307	panacota	snippy	KLPN_ST307-12917	5.03741e-05
ST258	panaroo	raw	group_1389	8.78317e-06
ST307	panaroo	snippy	group_2291	0
ST258	panaroodefault	raw	group_1194	2.99708e-06
ST258	panacota	snippy	KLPN_ST258-12115	6.6207e-06
ST307	panaroo	raw	group_2290	8.1431e-06
ST307	panaroodefault	raw	group_2178	4.75803e-05
ST307	panaroodefault	snippy	group_2183	8.87855e-05
ST307	roarydefault	raw	group_14925	1.76957e-06
ST307	panacota	raw	KLPN_ST307-12901	4.85691e-05
ST307	roarydefault	snippy	gppA	1.74401e-05
ST307	panacota	snippy	KLPN_ST307-12918	4.24646e-06
ST258	panaroo	snippy	group_123	1.9025e-05
ST258	roarydefault	snippy	dsbD_1	0.000140241
ST258	panaroodefault	snippy	group_1234	1.54924e-05
ST307	panaroo	snippy	group_2292	5.07895e-06
ST307	panaroo	raw	group_2291	0
ST307	panaroodefault	raw	group_2179	1.94403e-06
ST307	panaroodefault	snippy	group_2184	5.75763e-06
ST258	roarydefault	raw	eamB	2.96763e-05
ST258	panacota	raw	KLPN_ST258-12144	2.61195e-05
ST307	panacota	snippy	KLPN_ST307-12919	3.00496e-06
ST258	panaroodefault	raw	group_1197	6.01513e-06
ST258	panaroo	raw	group_1390	5.51222e-06
ST258	panacota	snippy	KLPN_ST258-12116	3.568e-06
ST307	panaroo	snippy	group_2293	4.02099e-06
ST307	roarydefault	snippy	gpr	1.21365e-05
ST307	panacota	raw	KLPN_ST307-12902	1.15196e-05
ST307	panaroo	raw	group_2292	5.15512e-06
ST307	roarydefault	raw	group_14933	0
ST307	panaroodefault	raw	group_217	2.13667e-06
ST307	panaroodefault	snippy	group_2185	0.000102577
ST258	panaroo	snippy	group_1249	2.82183e-06
ST258	panaroodefault	snippy	group_1238	1.25227e-05
ST258	roarydefault	snippy	dsbD_2	3.54158e-06
ST307	panacota	snippy	KLPN_ST307-1291	0
ST307	panaroo	snippy	group_2294	8.275e-05
ST258	panacota	raw	KLPN_ST258-12146	3.3636e-05
ST307	panaroo	raw	group_2293	4.06734e-06
ST258	panaroodefault	raw	group_1199	3.01404e-06
ST307	panaroodefault	raw	group_2180	3.17956e-05
ST307	roarydefault	raw	group_14935	0
ST307	panaroodefault	snippy	group_2186	0
ST307	roarydefault	snippy	gpsA	1.21094e-05
ST258	roarydefault	raw	ecdB	2.14626e-05
ST258	panaroo	raw	group_1391	8.8178e-06
ST258	panacota	snippy	KLPN_ST258-12117	3.59211e-06
ST307	panacota	snippy	KLPN_ST307-12920	0
ST258	panaroo	snippy	group_1269	5.19604e-06
ST258	panaroodefault	snippy	group_1239	1.55499e-05
ST307	panaroo	raw	group_2294	1.53585e-05
ST307	panaroo	snippy	group_2295	0
ST307	roarydefault	snippy	gpt	8.94661e-06
ST258	roarydefault	snippy	dsbE	0.000106694
ST307	panacota	raw	KLPN_ST307-12903	1.72599e-05
ST307	panaroodefault	snippy	group_218	2.11791e-06
ST307	roarydefault	raw	group_14938	0
ST307	panaroodefault	raw	group_2182	7.79625e-06
ST258	panacota	raw	KLPN_ST258-12147	1.14893e-05
ST307	panacota	snippy	KLPN_ST307-12921	0
ST258	panaroodefault	raw	group_1206	9.13872e-06
ST307	panaroo	snippy	group_2297	1.91988e-06
ST258	roarydefault	raw	eco	6.49367e-06
ST307	roarydefault	snippy	gpx1	4.22884e-06
ST258	panaroo	raw	group_1392	1.65463e-05
ST307	roarydefault	raw	group_14942	0
ST258	panaroo	snippy	group_1273	1.54924e-05
ST307	panacota	raw	KLPN_ST307-12904	4.09067e-05
ST258	panaroodefault	snippy	group_123	3.00688e-05
ST307	panaroodefault	raw	group_2183	9.41763e-05
ST258	panacota	snippy	KLPN_ST258-12118	3.17138e-06
ST307	panaroodefault	snippy	group_2190	5.70353e-06
ST258	roarydefault	snippy	dsbG	2.52937e-05
ST307	panaroo	raw	group_2295	3.25352e-06
ST307	panaroo	snippy	group_2298	0
ST307	panacota	snippy	KLPN_ST307-12922	0
ST307	roarydefault	snippy	grcA	8.45028e-05
ST307	roarydefault	raw	group_14944	0
ST258	panaroodefault	raw	group_1210	1.43069e-05
ST307	panaroodefault	raw	group_2184	5.83209e-06
ST258	roarydefault	raw	ecpA_1	4.07381e-05
ST258	panacota	raw	KLPN_ST258-12148	2.29082e-06
ST307	panacota	raw	KLPN_ST307-12905	1.29398e-05
ST307	panaroodefault	snippy	group_2191	1.67056e-06
ST307	panaroo	raw	group_2297	4.09275e-06
ST258	panaroo	raw	group_1395	3.5488e-05
ST258	panaroo	snippy	group_1276	0
ST307	panaroo	snippy	group_229	1.07443e-06
ST258	panaroodefault	snippy	group_1240	9.37676e-06
ST307	panacota	snippy	KLPN_ST307-12923	2.49958e-05
ST258	panacota	snippy	KLPN_ST258-12119	4.55805e-06
ST307	roarydefault	snippy	greA	0
ST258	roarydefault	snippy	dsdA	5.25697e-05
ST307	panaroodefault	raw	group_2185	0.000107812
ST307	roarydefault	raw	group_14948	0
ST307	panacota	raw	KLPN_ST307-12906	8.16e-06
ST307	panaroo	raw	group_2298	0
ST307	panaroodefault	snippy	group_2194	9.60025e-06
ST258	panaroodefault	raw	group_1214	9.20915e-06
ST258	roarydefault	raw	ecpA_2	0
ST307	panacota	snippy	KLPN_ST307-12924	5.62385e-06
ST307	panaroo	snippy	group_2301	6.04413e-06
ST307	roarydefault	snippy	greB	2.00083e-05
ST258	panacota	raw	KLPN_ST258-12149	1.25214e-05
ST258	panaroo	raw	group_1397	4.35395e-05
ST258	panaroodefault	snippy	group_1242	5.23091e-06
ST307	roarydefault	raw	group_14949	4.89455e-06
ST307	panaroodefault	raw	group_2186	0
ST307	panacota	raw	KLPN_ST307-12908	1.58275e-05
ST258	panaroo	snippy	group_1285	1.25227e-05
ST258	panacota	snippy	KLPN_ST258-12120	2.98908e-06
ST307	panaroo	raw	group_229	1.08677e-06
ST307	panaroodefault	snippy	group_2195	6.35503e-06
ST258	roarydefault	snippy	dsdC_1	5.59607e-06
ST307	panacota	snippy	KLPN_ST307-12925	4.93616e-06
ST307	panaroo	snippy	group_2303	0
ST307	roarydefault	snippy	groL	2.11242e-05
ST307	panacota	raw	KLPN_ST307-12909	2.31756e-06
ST258	panaroodefault	raw	group_1215	4.1039e-06
ST307	panaroo	raw	group_2301	6.09468e-06
ST307	panaroodefault	raw	group_218	4.25896e-06
ST258	roarydefault	raw	ecpB_1	1.42887e-05
ST307	roarydefault	raw	group_14950	3.16573e-06
ST258	panaroo	raw	group_1398	1.67043e-05
ST307	roarydefault	snippy	groS	0
ST307	panaroodefault	snippy	group_2196	1.27031e-05
ST307	panaroo	snippy	group_2305	5.4639e-06
ST258	panaroo	snippy	group_1291	1.94022e-05
ST307	panaroo	raw	group_2303	0
ST307	panacota	snippy	KLPN_ST307-12927	3.44751e-06
ST258	roarydefault	snippy	dsdC_2	0
ST307	panacota	raw	KLPN_ST307-1290	5.66854e-06
ST258	panacota	snippy	KLPN_ST258-12121	1.77352e-05
ST258	panaroodefault	snippy	group_1243	0.000320865
ST307	panaroodefault	raw	group_2190	5.70942e-06
ST258	panacota	raw	KLPN_ST258-12150	0.0105723
ST307	roarydefault	raw	group_14953	2.0213e-05
ST258	panaroodefault	raw	group_1218	9.2662e-06
ST307	panaroodefault	snippy	group_2197	0
ST258	roarydefault	raw	ecpB_2	2.93354e-05
ST307	panaroo	snippy	group_2306	0
ST307	panaroo	raw	group_2305	5.52756e-06
ST307	roarydefault	snippy	group_1037	7.284e-06
ST307	panacota	snippy	KLPN_ST307-12928	2.23898e-06
ST258	panaroo	raw	group_1399	0.000313793
ST307	panaroodefault	raw	group_2191	1.72965e-06
ST307	roarydefault	raw	group_14954	0
ST307	panacota	raw	KLPN_ST307-12910	9.77858e-06
ST258	roarydefault	snippy	dsdX	3.57027e-06
ST258	panacota	snippy	KLPN_ST258-12122	1.09526e-05
ST307	panaroo	snippy	group_2307	1.80216e-06
ST258	panaroo	snippy	group_1292	0.000320865
ST258	panaroodefault	snippy	group_1247	2.48991e-05
ST258	panacota	raw	KLPN_ST258-12157	8.03483e-06
ST307	panaroodefault	snippy	group_2198	1.73459e-05
ST307	panaroo	raw	group_2306	1.07542e-05
ST307	panacota	snippy	KLPN_ST307-12929	7.44319e-06
ST307	roarydefault	snippy	group_1102	2.66088e-05
ST258	panaroodefault	raw	group_1219	1.34205e-05
ST307	panaroodefault	raw	group_2194	9.87192e-06
ST307	roarydefault	raw	group_14961	0
ST307	panacota	raw	KLPN_ST307-12911	1.56507e-05
ST258	roarydefault	raw	ecpC_1	1.07477e-05
ST307	panaroodefault	snippy	group_2199	3.88694e-06
ST307	panaroo	snippy	group_2308	4.04768e-06
ST307	panaroo	raw	group_2307	1.83058e-06
ST258	panaroo	raw	group_13	5.55555e-05
ST307	panacota	snippy	KLPN_ST307-1292	2.49271e-06
ST307	roarydefault	snippy	group_1116	6.99421e-06
ST258	roarydefault	snippy	dsrB	6.60817e-05
ST307	panaroodefault	raw	group_2195	6.26411e-06
ST307	roarydefault	raw	group_14967	0
ST258	panacota	snippy	KLPN_ST258-12123	2.28876e-06
ST258	panacota	raw	KLPN_ST258-121	5.18307e-06
ST307	panacota	raw	KLPN_ST307-12912	3.59626e-06
ST258	roarydefault	raw	ecpC_2	3.43156e-05
ST307	panaroo	snippy	group_2309	4.17239e-05
ST307	panacota	snippy	KLPN_ST307-12930	7.11222e-06
ST307	roarydefault	snippy	group_1126	5.32414e-06
ST258	panaroo	snippy	group_129	1.71036e-05
ST307	roarydefault	raw	group_14975	0
ST307	panaroodefault	raw	group_2196	0.000261031
ST307	panaroo	raw	group_2308	1.2289e-05
ST258	panaroodefault	snippy	group_1250	4.20262e-06
ST258	roarydefault	snippy	dtd	3.64423e-06
ST307	panaroodefault	snippy	group_219	1.06281e-06
ST258	panaroo	raw	group_1400	2.22795e-06
ST307	panacota	raw	KLPN_ST307-12913	1.79464e-05
ST258	panacota	snippy	KLPN_ST258-12125	3.18978e-06
ST258	panaroodefault	raw	group_121	0.00469691
ST258	panacota	raw	KLPN_ST258-12255	2.05292e-06
ST307	panaroo	snippy	group_230	1.78561e-05
ST307	roarydefault	snippy	group_1228	1.38029e-05
ST307	panacota	snippy	KLPN_ST307-12931	6.36789e-06
ST307	roarydefault	raw	group_14976	1.2202e-05
ST307	panaroodefault	raw	group_2197	0
ST307	panaroo	raw	group_2309	4.20736e-05
ST307	panaroodefault	snippy	group_2200	0
ST307	roarydefault	snippy	group_12597	6.22142e-06
ST307	panaroo	snippy	group_2310	4.05614e-06
ST258	panaroo	snippy	group_1302	2.48991e-05
ST258	roarydefault	raw	ecpD_1	4.45621e-05
ST307	panacota	raw	KLPN_ST307-12914	4.65825e-05
ST258	panaroodefault	snippy	group_1255	4.21929e-06
ST307	panacota	snippy	KLPN_ST307-12932	0
ST258	panacota	snippy	KLPN_ST258-12126	1.71631e-06
ST258	roarydefault	snippy	dtnK	7.67155e-06
ST307	roarydefault	raw	group_14977	0
ST258	panaroo	raw	group_1403	7.82969e-06
ST307	panaroodefault	raw	group_2198	1.74001e-05
ST307	panaroodefault	snippy	group_2201	2.13377e-06
ST258	panaroodefault	raw	group_1222	5.1748e-06
ST307	panaroo	snippy	group_2312	4.02866e-06
ST307	panaroo	raw	group_230	1.82126e-05
ST307	roarydefault	snippy	group_1320	1.28001e-05
ST307	panacota	raw	KLPN_ST307-12915	8.00942e-06
